beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,1.272581978975308,-1.1956191122818551,5.739094018936157,4.789355039596558,4.477973937988281,4.494004964828491,10.753714084625244,9.818871974945068,OPTIMAL,OPTIMAL,5.656100353426682e-8,8.166984086189397e-8
1,1.2725838881592064,-1.1956187881213907,5.133618116378784,5.169171094894409,7.859850168228149,8.739408016204834,13.651051044464111,14.51292085647583,OPTIMAL,OPTIMAL,7.886532519638512e-8,8.578969005501253e-8
2,1.2725835762755944,-1.195618494334661,5.336296081542969,5.2319958209991455,11.731719017028809,11.97307801246643,17.818342924118042,17.962401151657104,OPTIMAL,OPTIMAL,7.43188982005822e-8,8.428255954385617e-8
3,1.2725821367455294,-1.1956186769512236,5.3668389320373535,5.565253973007202,14.988046169281006,15.753112077713013,21.20187783241272,22.17022395133972,OPTIMAL,OPTIMAL,5.238266002814117e-8,8.084007732026053e-8
4,1.2725817156561006,-1.1956186358139271,5.596475839614868,5.659271001815796,18.98824906349182,18.696492195129395,25.61710000038147,25.41313409805298,OPTIMAL,OPTIMAL,4.5913223367762234e-8,7.877911080730382e-8
5,1.2725847806344917,-1.1956206087892651,5.78851318359375,6.224441051483154,23.819567918777466,26.371153831481934,30.664042949676514,33.67315101623535,OPTIMAL,OPTIMAL,9.027368858399672e-8,5.109118112351224e-8
6,1.2725817472620844,-1.195621360843285,6.049584150314331,5.900361061096191,30.392117023468018,30.593804121017456,37.61690902709961,37.592402935028076,OPTIMAL,OPTIMAL,4.641227759766013e-8,3.8530913210154934e-8
7,1.2725820607301146,-1.1956211874113423,6.095026969909668,5.791290044784546,36.64724898338318,34.81141805648804,43.98289513587952,41.7906219959259,OPTIMAL,OPTIMAL,5.11807391938228e-8,4.2166834846534815e-8
8,1.2725803332553804,-1.1956173592663726,6.291684865951538,6.178625106811523,43.052736043930054,43.25282406806946,50.78094792366028,50.739068031311035,OPTIMAL,OPTIMAL,2.6167319446289376e-8,1.0289720788629559e-7
9,1.2725807453937408,-1.195618088929414,6.517303943634033,6.341978073120117,52.17330813407898,50.06658697128296,60.303683042526245,58.004055976867676,OPTIMAL,OPTIMAL,3.2765374202533554e-8,8.47898990505166e-8
10,1.2725834653239634,-1.1956184525660807,6.3962109088897705,6.881747007369995,56.76220083236694,57.92772102355957,65.00048398971558,66.46433210372925,OPTIMAL,OPTIMAL,7.281742154451987e-8,8.608168818963901e-8
