beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,1.9825578824949917,-1.8331795233781465,23.156375885009766,5.709997892379761,4.858673810958862,4.5155251026153564,42.47656297683716,10.755828142166138,OPTIMAL,OPTIMAL,7.165826394019816e-8,1.0102342375574568e-7
1,1.9825573494046635,-1.8331819629437969,7.0090930461883545,5.06381893157959,8.354337215423584,9.445607900619507,15.943567037582397,15.09609079360962,OPTIMAL,OPTIMAL,6.003637588685453e-8,6.23310356430267e-8
2,1.9825608550277425,-1.8331792804717715,5.167136907577515,5.569468021392822,11.283499002456665,12.528265953063965,17.288898944854736,18.876543045043945,OPTIMAL,OPTIMAL,1.0657611707833111e-7,9.8783314742452e-8
3,1.9825577856214502,-1.8331807348477807,5.516503095626831,5.339263916015625,15.286175966262817,15.859040975570679,21.676017999649048,22.079299926757812,OPTIMAL,OPTIMAL,6.228489875082242e-8,7.329947300548742e-8
4,1.9825581460977113,-1.8331839655155853,5.575253963470459,5.6467790603637695,18.642601013183594,19.753319025039673,25.15913987159729,26.29448390007019,OPTIMAL,OPTIMAL,6.822991513136611e-8,2.7886173980714785e-8
5,1.9825607605001687,-1.8331806412439364,5.978241920471191,5.523022890090942,23.883241176605225,25.086727142333984,31.121447801589966,31.64477014541626,OPTIMAL,OPTIMAL,1.0249921833656544e-7,7.16888836093761e-8
6,1.9825553701966894,-1.8331798716350527,6.297552108764648,5.872680902481079,30.428449869155884,30.244208097457886,38.07478404045105,37.18752908706665,OPTIMAL,OPTIMAL,3.0481998472211525e-8,8.426958532197464e-8
7,1.982559507008296,-1.833181204873025,5.767812013626099,6.551954984664917,34.71858596801758,35.10429096221924,41.759032011032104,42.89431190490723,OPTIMAL,OPTIMAL,8.407557261256318e-8,6.479259704585967e-8
8,1.9825561910072906,-1.8331822777673608,6.027508974075317,6.021854877471924,41.0668728351593,43.27062106132507,48.74803304672241,50.5902578830719,OPTIMAL,OPTIMAL,4.163171388213262e-8,5.102533477493698e-8
9,1.9825586778893456,-1.833181504498654,6.414879083633423,6.426727056503296,51.80690884590149,49.33307909965515,59.70118308067322,57.245076179504395,OPTIMAL,OPTIMAL,8.28939473331699e-8,6.223492874390103e-8
10,1.9825603663565963,-1.833183058684421,6.4818501472473145,6.59520697593689,54.890899896621704,61.40400409698486,62.97083592414856,69.63800096511841,OPTIMAL,OPTIMAL,1.0501090900128013e-7,3.991523523995377e-8
