t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,-1.155094643191595,1.5391945070480217,1.467284917831421,1.7450299263000488,1.0592389106750488,1.0699729919433594,3.233480930328369,3.0043880939483643,OPTIMAL,OPTIMAL,6.545324563114951e-8,5.5447365643106126e-8
2,-1.2777756457127964,1.7555381766790585,4.852404832839966,5.257251977920532,6.46232008934021,4.619304895401001,11.856487035751343,10.411981105804443,OPTIMAL,OPTIMAL,-3.62318549959204e-7,8.457145891022604e-8
3,-1.41111183157583,2.0230532782296993,12.260070085525513,12.199280977249146,19.51501202583313,13.920369148254395,33.0241539478302,27.451953887939453,OPTIMAL,OPTIMAL,-6.913905777359904e-8,5.877755443222775e-8
4,-1.5820876999972742,2.367249562571622,25.04245615005493,23.38856792449951,39.820143938064575,26.01821994781494,66.45027089118958,50.48996710777283,OPTIMAL,OPTIMAL,-5.845716827543447e-7,9.938341869806566e-8
5,-1.793342009202937,2.825763955833942,38.17410922050476,37.651123046875,62.16999697685242,40.707934856414795,102.48046803474426,80.27341890335083,OPTIMAL,OPTIMAL,-8.087414499599341e-7,5.82741921059884e-8
6,-2.045311966756822,3.433692681672623,58.94527792930603,55.106683015823364,95.61682319641113,61.04628300666809,156.38772892951965,117.98998498916626,OPTIMAL,OPTIMAL,-4.935369749198187e-7,6.986385091115777e-8
7,-2.3680148626862936,4.249589598202113,79.18830990791321,78.70933413505554,162.67191195487976,110.61532998085022,245.245187997818,191.6233139038086,OPTIMAL,OPTIMAL,-6.30727957191872e-7,9.467153085707778e-8
8,-2.8028583700285674,5.096836914644591,104.08329319953918,101.86328315734863,231.66164302825928,149.62131214141846,339.79208612442017,254.2383270263672,OPTIMAL,OPTIMAL,-8.246122225842376e-7,6.561027422564016e-8
