t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,1.9488208502122824,-1.7547907174848012,19.553020000457764,1.2896709442138672,1.2866899967193604,1.0916109085083008,35.74696397781372,2.5730180740356445,OPTIMAL,OPTIMAL,1.1125337051983163e-7,5.84254077162015e-8
2,1.9825578824949917,-1.8331795233781465,5.572216033935547,5.272627830505371,4.687344074249268,4.702186107635498,10.74296498298645,10.555080890655518,OPTIMAL,OPTIMAL,7.165826394019816e-8,1.0102342375574568e-7
3,2.033140208086241,-1.8871301268358038,11.800457000732422,11.765278816223145,13.52639889717102,13.451493978500366,26.252198934555054,26.469481945037842,OPTIMAL,OPTIMAL,9.939784184454307e-8,9.148957728637964e-8
4,2.113621565086401,-1.9327470871536072,23.652038097381592,23.625443935394287,26.022538900375366,25.953979015350342,50.803394079208374,50.71343016624451,OPTIMAL,OPTIMAL,8.868268396903464e-8,1.10610123692862e-7
5,2.215213503403401,-1.9833436521410706,36.92816996574402,38.96494507789612,37.35049891471863,40.7731351852417,75.74049592018127,81.16570091247559,OPTIMAL,OPTIMAL,1.082463497765905e-7,3.9461790181882106e-8
6,2.340219453470017,-2.047366903241873,54.820261001586914,56.03326416015625,60.635167837142944,60.572901010513306,117.72136998176575,118.48482012748718,OPTIMAL,OPTIMAL,3.7378379143445444e-8,5.993694752583025e-8
7,2.5000648642667636,-2.1232798325618956,78.5336561203003,78.5872859954834,99.19031190872192,103.43341588973999,181.16701912879944,184.34377813339233,OPTIMAL,OPTIMAL,8.068645007485335e-8,7.554837065490801e-8
8,2.6826408101710415,-2.215136757370017,103.2827820777893,101.40592002868652,139.79427289962769,138.20360684394836,247.0858302116394,243.1247639656067,OPTIMAL,OPTIMAL,6.06263138758927e-8,6.955098915697614e-8
