beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,476.449798584271,375.3944091794653,0.1729729175567627,0.17720985412597656,0.43662095069885254,0.449998140335083,0.6379520893096924,0.6559162139892578,OPTIMAL,OPTIMAL,7.461644202230603e-13,1.1925040458369647e-12
1,476.4497985819193,367.37993763299346,0.19596099853515625,0.19703316688537598,0.6790919303894043,1.0904839038848877,0.9171621799468994,1.3279738426208496,OPTIMAL,OPTIMAL,3.6798317517217784e-13,3.761449635379708e-11
2,476.44979858579916,326.37576047203646,0.25488710403442383,0.21823811531066895,0.7580831050872803,1.1117510795593262,1.076436996459961,1.4026029109954834,OPTIMAL,OPTIMAL,5.885642116542002e-13,1.8005060592553523e-12
3,434.4889701798976,300.83920037854034,0.1945810317993164,0.21154499053955078,1.3465640544891357,1.7474138736724854,1.6066720485687256,2.0200979709625244,OPTIMAL,OPTIMAL,-1.6095731698269996e-11,-6.4110120730759364e-12
4,404.37255850923896,275.04408209051996,0.20214486122131348,0.2355198860168457,1.4496560096740723,1.5944340229034424,1.7291898727416992,1.934499979019165,OPTIMAL,OPTIMAL,-6.70236284135664e-12,1.018118414983155e-10
5,383.9725317669176,251.78186933918448,0.24954986572265625,0.34923791885375977,1.5562000274658203,1.5779170989990234,1.9075851440429688,2.066312074661255,OPTIMAL,OPTIMAL,1.60175688862232e-11,1.8282798868400677e-12
6,344.8713668556893,231.28045905347238,0.2539639472961426,0.26555609703063965,1.3996849060058594,1.5572841167449951,1.7590069770812988,1.9471361637115479,OPTIMAL,OPTIMAL,-2.038201677436042e-11,-2.3598278689373546e-12
7,319.0660668617663,214.2826286612451,0.23990797996520996,0.2629129886627197,2.4088830947875977,1.9339079856872559,2.793951988220215,2.3208930492401123,OPTIMAL,OPTIMAL,6.3089335259722404e-12,1.717543758154445e-11
8,299.78403022188434,206.76380163943892,0.30411601066589355,0.2770719528198242,2.0612189769744873,2.510316848754883,2.5825278759002686,2.918658971786499,OPTIMAL,OPTIMAL,1.3883857352104955e-11,2.2625141551617914e-12
9,280.7919083445799,197.92293961484788,0.2879757881164551,0.28951001167297363,2.5001931190490723,2.4839048385620117,2.953918933868408,2.923060894012451,OPTIMAL,OPTIMAL,-9.905924207420886e-11,5.272772653258542e-11
10,264.002491162418,183.53891540543356,0.2338099479675293,0.34166908264160156,2.3887360095977783,3.0489070415496826,2.811039924621582,3.635744094848633,OPTIMAL,OPTIMAL,-2.6659886053988996e-10,3.916094592432734e-12
