beta,setup_secs,solve_secs,total_secs,obj_val,term_status,eigmax
0,0.6712379455566406,1.0044670104980469,1.9365870952606201,1.347317244153068,OPTIMAL,1.5875816851194505e-6
1,0.6990420818328857,1.3922688961029053,2.2689290046691895,1.3473781810741734,OPTIMAL,3.766469942848745e-6
2,0.8270959854125977,1.3825690746307373,2.4300119876861572,1.347144666471565,OPTIMAL,3.2316816200534805e-6
3,1.1860990524291992,1.8895089626312256,3.5398740768432617,1.346782934355251,OPTIMAL,1.2897598133309448e-6
4,0.6848828792572021,2.1266891956329346,3.0868351459503174,1.3465304073262743,OPTIMAL,1.394277954112144e-6
5,0.8758149147033691,1.9679949283599854,3.0986411571502686,1.346793963080133,OPTIMAL,5.7570469952300605e-6
6,1.0092990398406982,2.3920910358428955,3.708289861679077,1.3465997207702034,OPTIMAL,2.319733446767618e-6
7,0.9533169269561768,3.9482009410858154,5.219434022903442,1.3465051616438735,OPTIMAL,3.4573820085907336e-6
