t,l2gain_squared,setup_secs,solve_secs,total_secs,term_status,eigmax
1,6.149775082784845,0.7094631195068359,0.7860391139984131,1.6042649745941162,OPTIMAL,5.837627086017681e-7
2,5.929470337137599,3.03275990486145,3.5564069747924805,6.966209888458252,OPTIMAL,2.010121466922729e-7
3,6.3849726575805414,7.592336893081665,8.359194993972778,16.516347885131836,OPTIMAL,2.448419276638912e-7
4,7.009893907614784,14.421386003494263,15.810925960540771,31.477722883224487,OPTIMAL,2.715680371506375e-7
5,7.74616382125745,23.972378969192505,36.44047999382019,61.70049595832825,OPTIMAL,2.5716387127268084e-7
