t,l2gain_squared,setup_secs,solve_secs,total_secs,term_status,eigmax
1,6.149757022816624,1.5709969997406006,0.2789950370788574,1.8727989196777344,OPTIMAL,1.1290478129380544e-7
2,5.929460172550666,3.0402469635009766,0.9270370006561279,4.011151075363159,OPTIMAL,3.892637356122897e-8
3,6.384950450871245,7.489759206771851,2.806243896484375,10.390115022659302,OPTIMAL,1.382043941898164e-8
4,7.009861239328975,15.20568299293518,4.708034992218018,20.27314019203186,OPTIMAL,4.7553315307893664e-8
5,7.746125009105161,24.328812837600708,8.419281005859375,33.00178909301758,OPTIMAL,6.900276371112951e-8
