t,l2gain_squared,setup_secs,solve_secs,total_secs,term_status,eigmax
1,20.85016913226355,4.956086874008179,1.5488200187683105,6.5972490310668945,INFEASIBLE,0.7578323069850561
2,32.98020158827316,2.5889298915863037,6.231714963912964,9.156805992126465,INFEASIBLE,0.7578317334465754
3,61.749239043317175,5.3476080894470215,14.811264991760254,21.126394987106323,INFEASIBLE,0.7578314234192599
4,74.3374724251786,10.425764083862305,28.53012704849243,39.946295976638794,INFEASIBLE,0.757831306864204
5,85.77383008106855,15.941193103790283,64.35781288146973,81.4993109703064,INFEASIBLE,0.7578312127809035
