beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,1.2597330616743538,-1.2116130223468506,11.541344165802002,13.062542915344238,13.097318887710571,13.601251125335693,25.95230007171631,27.621017932891846,OPTIMAL,OPTIMAL,8.346646098472886e-8,5.103591783085528e-8
1,1.2597310763550948,-1.2116097258556184,12.225265979766846,12.444575071334839,24.233288049697876,23.354853868484497,37.43793201446533,37.045642137527466,OPTIMAL,OPTIMAL,6.121180833913179e-8,8.589222607418285e-8
2,1.2597283606810081,-1.2116081355071255,12.600749969482422,13.59470796585083,29.609582901000977,34.127389907836914,43.4744598865509,49.12390398979187,OPTIMAL,OPTIMAL,3.059364153264682e-8,1.0121516884262377e-7
3,1.259732752644355,-1.2116145599881862,12.775353908538818,12.794564962387085,40.995157957077026,44.90556597709656,55.12894010543823,59.38853406906128,OPTIMAL,OPTIMAL,6.931096653662313e-8,3.231634022370176e-8
4,1.2597305203038247,-1.2116081309010804,12.951873064041138,13.209167003631592,54.247621059417725,54.7144980430603,69.10310506820679,69.77126288414001,OPTIMAL,OPTIMAL,5.019451533762171e-8,9.080277855284967e-8
5,1.2597328984094105,-1.2116089412653241,13.081817150115967,13.310914039611816,59.85100793838501,63.38718605041504,75.09635090827942,78.7619981765747,OPTIMAL,OPTIMAL,7.05561957643619e-8,8.41912704154594e-8
6,1.2597327602668755,-1.2116131863556168,13.710553884506226,13.86057186126709,76.7657401561737,82.59486985206604,92.77754211425781,98.69779109954834,OPTIMAL,OPTIMAL,6.998569553477264e-8,4.4343394158197076e-8
7,1.2597351891481015,-1.211609911021596,13.572876930236816,13.928300142288208,96.45594120025635,97.93538999557495,112.54736185073853,114.44482088088989,OPTIMAL,OPTIMAL,9.269557330781679e-8,7.670287498415825e-8
8,1.259728851675085,-1.211614785516502,14.903681993484497,15.31629991531372,125.38306093215942,130.0442659854889,143.01633501052856,148.16623210906982,OPTIMAL,OPTIMAL,3.376509842768084e-8,3.019740810064653e-8
9,1.2597294738734282,-1.2116124013051386,14.772650957107544,15.328163862228394,141.5429241657257,140.94376397132874,159.30187797546387,159.24728107452393,OPTIMAL,OPTIMAL,3.99400874709532e-8,5.244528153975883e-8
10,1.2597288094319254,-1.211609098884797,15.191658973693848,15.211657047271729,168.15820217132568,160.88264203071594,186.50676202774048,179.27819991111755,OPTIMAL,OPTIMAL,3.472705221284243e-8,8.443461454842158e-8
