beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,0.12684880016542965,0.05515563960426102,12.34373688697815,14.021390914916992,14.03394103050232,14.16297698020935,27.649080991744995,29.019545078277588,OPTIMAL,OPTIMAL,7.0548680065375e-8,8.752234624966568e-8
1,0.12684853294439905,0.05515563944507408,12.896577835083008,13.431824207305908,27.299878120422363,25.168301105499268,41.671765089035034,39.876031160354614,OPTIMAL,OPTIMAL,4.748493730325177e-8,8.706080569171246e-8
2,0.1268483147508614,0.05515590857029946,13.32482385635376,14.724358797073364,37.15962505340576,29.902587175369263,51.94988417625427,45.993139028549194,OPTIMAL,OPTIMAL,4.692356112999505e-8,1.0148766455688206e-7
3,0.12684854731666872,0.05515542811678882,13.6318998336792,13.248400926589966,55.05292105674744,43.83306813240051,70.43556308746338,58.89552092552185,OPTIMAL,OPTIMAL,6.555621334993778e-8,6.369487323914988e-8
4,0.12570461917713516,0.055155708156279626,13.817783832550049,13.668071031570435,83.73655200004578,56.36241292953491,99.6296181678772,71.92310190200806,OPTIMAL,OPTIMAL,1.7642757379701616e-8,8.332985512053972e-8
5,0.11694877079280268,0.05515517391212402,14.518474817276001,13.790051937103271,92.86164999008179,64.20650100708008,109.61595010757446,80.28709602355957,OPTIMAL,OPTIMAL,1.0708737139523911e-8,4.515824288284286e-8
6,0.10713828602187013,0.055155467463924225,14.508342981338501,14.388311862945557,103.54693412780762,78.14702892303467,120.69315505027771,95.1617078781128,OPTIMAL,OPTIMAL,3.9558952617810375e-8,6.436076543319239e-8
7,0.1034033059429941,0.05515553018708494,14.160008192062378,14.713456153869629,141.868882894516,95.75312399864197,158.82494115829468,113.08520913124084,OPTIMAL,OPTIMAL,2.1281665184743855e-8,7.030219166545968e-8
8,0.10200585502384275,0.05515526428976314,14.888355016708374,14.552274227142334,162.1863579750061,119.64217209815979,179.8428030014038,136.99925112724304,OPTIMAL,OPTIMAL,5.6805275541152876e-8,5.1148998096280266e-8
9,0.10008759750180131,0.055155448124224196,15.333030939102173,15.172653913497925,174.0871081352234,132.87082505226135,192.3858871459961,150.9989800453186,OPTIMAL,OPTIMAL,4.8232681750362374e-8,6.406080788303372e-8
10,0.09804457584093887,0.05515523769412394,15.578019142150879,14.997615098953247,220.87477684020996,145.26766920089722,239.53176403045654,163.32094597816467,OPTIMAL,OPTIMAL,9.386929465077823e-8,5.0368473479567304e-8
