beta,obj_val,setup_secs,solve_secs,total_secs,term_status,eigmax
0,0.8135516122350438,0.31165504455566406,0.3749361038208008,0.8307371139526367,OPTIMAL,5.383287464020557e-7
1,0.813566970146741,0.024331092834472656,0.33070898056030273,0.36232686042785645,OPTIMAL,1.5787148577144844e-6
2,0.8135668028483577,0.06053900718688965,0.3408029079437256,0.41265010833740234,OPTIMAL,1.6557710368421336e-6
3,0.8135486750174021,0.03307008743286133,0.3735039234161377,0.41724109649658203,OPTIMAL,3.279202446976365e-7
4,0.81356116155182,0.051618099212646484,0.3399040699005127,0.40349793434143066,OPTIMAL,1.4586955867482765e-6
