beta,obj_val,setup_secs,solve_secs,total_secs,term_status,eigmax
0,3.0223954904503842,166.93970489501953,2954.4593019485474,3134.1009788513184,OPTIMAL,5.389866643183641e-6
1,3.0224100266644367,167.91364812850952,3041.1222569942474,3222.8081018924713,OPTIMAL,4.494643484754574e-6
2,3.022410134306978,165.7616889476776,3258.209030866623,3439.565649032593,OPTIMAL,6.397125400390724e-6
3,3.022413886038139,163.34292316436768,3467.01678609848,3645.55126786232,OPTIMAL,1.962092165035097e-6
4,3.02241079336742,162.79167795181274,3602.3939769268036,3781.5025568008423,OPTIMAL,2.852277992424979e-6
