t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_sects,neg_total_sects,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,1.3032791932384846e-6,0.41580054377173714,1.6318788528442383,0.5960710048675537,0.4749009609222412,0.8384990692138672,2.2352960109710693,1.8296780586242676,OPTIMAL,OPTIMAL,-2.8094232730095563e-5,-3.572612699749021e-8
2,-5.9155824128560875e-8,0.47772223123198265,2.0868899822235107,2.5032541751861572,1.7688069343566895,3.3998210430145264,4.203108072280884,6.507055997848511,OPTIMAL,OPTIMAL,-1.8421207806490493e-5,1.1180933271933735e-9
3,-6.17800579723547e-11,0.5635402258196993,5.977153062820435,5.678369045257568,4.441978931427002,8.705909967422485,11.277801036834717,15.361049890518188,OPTIMAL,OPTIMAL,-2.465625389209351e-5,-1.0626706928294476e-7
4,-2.2952278623779955e-9,0.6757683764549581,10.676236867904663,11.537226915359497,7.836526870727539,14.841533899307251,19.81147599220276,27.733492851257324,OPTIMAL,OPTIMAL,-3.264231601441209e-5,2.4047524239115004e-8
5,-6.917623572364747e-8,0.8389494817703519,20.03533697128296,18.474882125854492,13.27534294128418,26.743846893310547,34.92442011833191,46.59113693237305,OPTIMAL,OPTIMAL,-1.993565729199302e-5,7.933830731881004e-8
6,-1.0015273426269518e-7,1.030822696364604,29.346113920211792,30.127872228622437,20.353441953659058,39.794580936431885,51.09611392021179,71.99072408676147,OPTIMAL,OPTIMAL,-1.4855376973616445e-5,-1.510131940752184e-7
7,-1.53794442088837e-12,1.2274588221651035,38.43702292442322,37.55610203742981,32.059659004211426,67.11437201499939,72.41089606285095,106.69548106193542,OPTIMAL,OPTIMAL,-7.733248773086256e-6,-1.0725013698589301e-8
8,-1.1204036741936245e-9,1.4751573074667765,49.280218839645386,52.86384081840515,48.347485065460205,84.38619112968445,100.02291417121887,140.23642587661743,OPTIMAL,OPTIMAL,-4.587145213220385e-6,3.309671455597254e-8
