t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_sects,neg_total_sects,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,-2.3992702269381994e-10,0.3524045414640702,0.5210649967193604,0.6417069435119629,23.162395000457764,34.21358394622803,23.841543197631836,35.117516040802,OPTIMAL,OPTIMAL,-9.128732459434181e-5,3.3123138037108695e-8
2,-6.184636136552513e-13,0.4137931791940255,2.677155017852783,2.9164721965789795,70.40426182746887,88.70580697059631,73.57846808433533,92.23547792434692,OPTIMAL,OPTIMAL,-8.544002391749005e-5,1.127134713919905e-6
3,-2.014121690124826e-7,0.49335221308979993,6.90773606300354,7.2436699867248535,98.93836712837219,121.7099220752716,106.92466306686401,130.2609429359436,OPTIMAL,OPTIMAL,-8.559659571803015e-5,2.8516741907267203e-6
4,-1.8493751870185537e-7,0.5881542835042477,11.01733112335205,12.308615922927856,135.3227949142456,170.0957350730896,148.32933616638184,184.5229640007019,OPTIMAL,OPTIMAL,-8.303210017845849e-5,4.214799255098027e-6
5,-1.496080838381264e-8,0.7330262852901971,18.598756074905396,19.16080904006958,167.45537400245667,212.4208869934082,188.87249398231506,234.27933597564697,OPTIMAL,OPTIMAL,-7.140695686857472e-5,2.475181344582544e-6
6,-1.7739723487397718e-7,0.8679715279671552,28.006770849227905,26.923490047454834,191.10875701904297,247.58388686180115,222.80927109718323,278.0841610431671,OPTIMAL,OPTIMAL,-7.159803257401499e-5,2.5034579033247725e-6
7,-2.457870129646267e-9,0.9843002211774583,37.82440519332886,37.80709910392761,241.84536814689636,294.84560680389404,284.30325293540955,337.2934548854828,OPTIMAL,OPTIMAL,-5.730953253654552e-5,4.312862702307959e-6
8,-8.687540339891164e-9,1.148841638020892,49.95226287841797,51.215826988220215,300.97248697280884,343.3870270252228,356.7411048412323,400.38350892066956,OPTIMAL,OPTIMAL,-4.814354097719325e-5,8.344026855931714e-6
