t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_sects,neg_total_sects,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,2.224280900460863,-3.21703145119759e-11,17.38169002532959,1.1856420040130615,0.8649320602416992,0.21845316886901855,32.14712381362915,1.5352580547332764,OPTIMAL,OPTIMAL,6.979133154745936e-9,-0.0017237544768170588
2,2.2889094051556422,-2.232937584577102e-9,2.249113082885742,2.4282450675964355,3.310948133468628,1.0126721858978271,5.940124034881592,4.058700084686279,OPTIMAL,OPTIMAL,-2.57816302471061e-8,-0.0004856525745382214
3,2.344905136488377,-1.0196640937271357e-11,5.573967933654785,6.2592949867248535,8.146533966064453,2.7327260971069336,14.697732925415039,9.869234085083008,OPTIMAL,OPTIMAL,5.426533400050566e-8,-0.00013802891054623702
4,2.408991313053343,-4.928799631509348e-15,11.127222061157227,11.251098871231079,14.849736213684082,5.331480026245117,27.26738405227661,17.838412046432495,OPTIMAL,OPTIMAL,6.042389060202596e-8,-0.00018781760855195943
5,2.497113239194011,-1.3694557449377402e-14,20.207597970962524,19.076263904571533,25.782320976257324,9.47778606414795,47.72155213356018,30.21737003326416,OPTIMAL,OPTIMAL,-1.0512484968721003e-8,-0.00011710139523907735
6,2.6058661230630022,-2.570741063998004e-12,26.833115100860596,29.078798055648804,42.14032316207886,14.22861909866333,71.02456283569336,45.29464101791382,OPTIMAL,OPTIMAL,5.6558869371680425e-8,-3.979365229219664e-5
7,2.744428209670958,-2.172941412036983e-14,38.11682415008545,40.64893698692322,61.03747606277466,21.967350959777832,101.05412912368774,64.95171999931335,OPTIMAL,OPTIMAL,2.4679697894091063e-8,-6.0352184595256074e-5
8,2.9252062806603054,-3.2406600496384223e-9,54.877925157547,55.62656092643738,83.60712194442749,29.43301296234131,140.4844901561737,87.03148293495178,OPTIMAL,OPTIMAL,1.7300487087471206e-8,-2.5910780852199392e-5
