t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_sects,neg_total_sects,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,-7.685946637297451e-10,1.4714445904376943,0.5321788787841797,0.7224600315093994,0.24918198585510254,0.6352930068969727,0.9190409183502197,1.5167720317840576,OPTIMAL,OPTIMAL,-0.0005084716715854592,1.6350701894320512e-7
2,-7.113337090829922e-13,1.6717479029018802,2.5950281620025635,2.6879708766937256,1.278527021408081,3.2806849479675293,4.2199180126190186,6.371696949005127,OPTIMAL,OPTIMAL,-0.00019504734320567745,1.1081327088431657e-7
3,-2.4084349668916572e-9,1.9287563496911317,6.287654161453247,6.0627570152282715,3.044010877609253,8.106821060180664,10.415922164916992,15.057698965072632,OPTIMAL,OPTIMAL,-0.00016656753829650487,1.3373255663787878e-7
4,-8.62013458301172e-12,2.2395163793113246,11.817044019699097,11.624948024749756,5.850677013397217,15.266870021820068,18.943185091018677,28.167777061462402,OPTIMAL,OPTIMAL,-8.851267300038381e-5,1.5315174148045163e-7
5,-2.1835807543873795e-9,2.6709163803143325,20.02629804611206,20.621572017669678,9.56275987625122,26.020561933517456,31.241883039474487,47.80220699310303,OPTIMAL,OPTIMAL,-8.47202340904771e-5,9.635893400248072e-8
6,-5.519224563530323e-8,3.2040929644469403,26.88397789001465,29.166718006134033,14.371550798416138,36.341065883636475,43.190934896469116,66.91239190101624,OPTIMAL,OPTIMAL,-7.374380474966716e-5,1.6321857299594474e-7
7,-5.097296846443326e-8,3.8841896915178586,38.266785860061646,38.50325012207031,20.366046905517578,49.43429613113403,60.842869997024536,89.92202281951904,OPTIMAL,OPTIMAL,-6.218447845922812e-5,1.7779793498835114e-7
8,-3.311459175346311e-8,4.773938406709018,54.495765924453735,56.01296401023865,27.62047815322876,70.32069087028503,84.11028122901917,128.32768511772156,OPTIMAL,OPTIMAL,-4.9995385588373776e-5,1.566260663926128e-7
