t,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_sects,neg_total_sects,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
1,-4.5900783174346316e-15,1.4568164580072138,0.5675711631774902,0.5733189582824707,19.46774387359619,40.220075845718384,20.309852123260498,40.947932958602905,OPTIMAL,OPTIMAL,-0.0012321681886941934,2.183572095689422e-6
2,-5.797445856714489e-15,1.6639820131781164,2.774240016937256,3.1962671279907227,64.21530795097351,94.99069404602051,67.6382908821106,98.63031482696533,OPTIMAL,OPTIMAL,-0.0009207374617469534,2.9572638415580614e-6
3,-3.19154425110213e-14,1.9245535783455687,6.96141791343689,6.998077869415283,93.86346197128296,129.9926929473877,102.12367105484009,138.3341920375824,OPTIMAL,OPTIMAL,-0.0006359892400798011,1.2876703094315914e-6
4,-3.933760784474716e-8,2.2355131932465846,10.971809148788452,11.01344919204712,128.25119614601135,171.84029006958008,141.22741293907166,184.8795349597931,OPTIMAL,OPTIMAL,-0.0005079583099651026,3.0067298007770003e-6
5,-1.6990568674213335e-10,2.6640690429149134,18.45901608467102,18.643667936325073,155.47617197036743,205.06946301460266,176.62086582183838,226.45946288108826,OPTIMAL,OPTIMAL,-0.00045763104853645297,3.941644128904667e-6
6,-8.650309635260811e-12,3.2013823812842905,27.557726860046387,27.289833068847656,185.2998080253601,239.60553884506226,216.50813698768616,270.5858368873596,OPTIMAL,OPTIMAL,-0.0004014639805905219,7.0121292560909065e-6
7,-1.9199716860124338e-7,3.882524547944346,38.08167505264282,38.048177003860474,215.14092898368835,290.73283100128174,257.85841608047485,333.3506700992584,OPTIMAL,OPTIMAL,-0.0004147673563576471,5.454900984263429e-6
8,-5.856763801020959e-8,4.756533421840367,50.742379903793335,50.686567068099976,261.9555149078369,350.1649160385132,318.5581970214844,406.7185709476471,OPTIMAL,OPTIMAL,-0.00037103504356483796,6.114699412657272e-6
