beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,848.579101562142,1103.8754882817545,1.3344860076904297,1.3271980285644531,4.071382999420166,4.286080837249756,5.47507119178772,5.703488111495972,OPTIMAL,OPTIMAL,5.359211160582458e-13,1.3096640647062575e-12
1,848.5791001836598,1103.875487585851,1.2176501750946045,1.4484310150146484,5.5626609325408936,5.349004030227661,6.877070903778076,6.936295986175537,SLOW_PROGRESS,SLOW_PROGRESS,6.896187992962829e-12,1.0892787379751744e-11
2,745.5260687714701,1103.8754882800856,1.1773178577423096,1.4364798069000244,11.585870027542114,8.878268003463745,12.935320138931274,10.49222183227539,OPTIMAL,OPTIMAL,-2.4054633337944196e-11,2.6012551381344065e-12
3,624.4169038627477,1038.1719716578725,1.6358771324157715,1.4654159545898438,16.75502109527588,15.050102949142456,18.58500099182129,16.738009929656982,SLOW_PROGRESS,OPTIMAL,3.9218259669030237e-11,1.1699674992242797e-10
4,551.655280450153,902.6708040153624,1.3475120067596436,1.8219020366668701,22.524205923080444,23.355504035949707,24.138442039489746,25.816749095916748,SLOW_PROGRESS,SLOW_PROGRESS,1.5919072651748754e-10,-4.221886300372094e-10
5,476.3208580216034,762.2370343675606,1.296205997467041,1.3771591186523438,21.6212100982666,21.894203901290894,23.60169005393982,23.59335494041443,OPTIMAL,SLOW_PROGRESS,-4.958349645325871e-11,8.222312324173917e-11
6,403.59751446867267,681.9168242833452,1.9294798374176025,1.3839609622955322,23.569710969924927,29.714123964309692,26.222512006759644,32.01792597770691,SLOW_PROGRESS,SLOW_PROGRESS,8.163460204358689e-11,1.8876646611255677e-10
7,342.43801812790133,609.2929923882704,1.4389610290527344,1.5521180629730225,32.577553033828735,31.835566997528076,35.00294017791748,34.40109992027283,SLOW_PROGRESS,SLOW_PROGRESS,-9.343737718027606e-11,1.3744889578947883e-9
8,310.24721898117707,562.8318221315368,1.4377589225769043,1.515685796737671,43.465357065200806,36.13156795501709,45.84597396850586,38.479515075683594,SLOW_PROGRESS,SLOW_PROGRESS,4.766944427731466e-10,2.306464328622827e-10
9,280.8067322609783,529.402268310026,1.5217149257659912,2.1183090209960938,39.615302085876465,45.13557481765747,41.67680382728577,48.17885708808899,OPTIMAL,OPTIMAL,3.8815215919050694e-10,1.2720497156574062e-9
10,257.60702077475474,479.82615620197004,1.5798649787902832,1.626331090927124,44.33982801437378,42.99760103225708,47.08181691169739,45.799525022506714,OPTIMAL,OPTIMAL,1.8394480356621456e-10,7.131951421319738e-10
