beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,1471.4816894532237,1439.8117675782573,1.2547860145568848,1.5038328170776367,4.280483961105347,4.085336923599243,5.61089301109314,5.659499168395996,OPTIMAL,OPTIMAL,-2.6602796363053463e-15,-2.5788578009472137e-14
1,1471.4816894515666,1439.8117675576045,1.2892050743103027,1.4343600273132324,5.860942840576172,6.674057960510254,7.260274171829224,8.218383073806763,OPTIMAL,OPTIMAL,-1.2497093552822574e-13,3.70877187674128e-12
2,1318.6442255376069,1308.520388887029,1.5921518802642822,1.47365403175354,12.871595859527588,14.076486110687256,14.622920989990234,15.727957963943481,OPTIMAL,OPTIMAL,7.066538640634606e-11,3.1599458970610127e-10
3,1204.6977998273583,1008.1749349398173,1.4401030540466309,1.496574878692627,14.959711074829102,17.580663919448853,16.633470058441162,19.252033948898315,SLOW_PROGRESS,SLOW_PROGRESS,1.3442795427188082e-10,2.649671030736719e-10
4,1044.529124028739,833.6133702097662,1.5273520946502686,1.226790189743042,22.13105297088623,19.266175985336304,24.47568988800049,20.726764917373657,OPTIMAL,SLOW_PROGRESS,1.0174411903914015e-9,-2.7098334304101704e-11
5,923.3778976434252,703.2811064118519,1.5733659267425537,1.789673089981079,20.786319971084595,21.57905602455139,22.66246485710144,24.210376977920532,SLOW_PROGRESS,OPTIMAL,-3.037267444123722e-10,3.8369981842455005e-10
6,845.157920171644,594.2919961592797,1.2989130020141602,1.373265027999878,26.601546049118042,22.412477016448975,28.689895153045654,24.513339042663574,OPTIMAL,SLOW_PROGRESS,7.809252975176355e-11,2.6293282561431024e-10
7,753.8842512610304,526.620130309948,1.4717040061950684,1.4396920204162598,31.973521947860718,32.392679929733276,34.35571908950806,34.81861710548401,SLOW_PROGRESS,OPTIMAL,-4.198600850809469e-10,3.779728118465636e-10
8,709.5112583771579,489.00400420909915,1.457172155380249,1.5077660083770752,42.12809491157532,34.87589502334595,44.582574129104614,36.82757306098938,OPTIMAL,OPTIMAL,2.6168563992046733e-11,-6.708290580122208e-11
9,644.0024261455906,445.7723895032621,1.8628261089324951,1.445033073425293,41.642285108566284,36.6324348449707,44.40145206451416,38.89412498474121,OPTIMAL,OPTIMAL,8.593688283776353e-10,5.63756720378284e-10
10,592.4084621217736,414.06028755979503,1.5001599788665771,1.5340940952301025,38.93736720085144,37.9767861366272,41.5083270072937,40.626524925231934,OPTIMAL,SLOW_PROGRESS,1.1468053852221233e-9,2.7953632838121e-10
