beta,obj_val,setup_secs,solve_secs,total_secs,term_status,eigmax
0,1.2842624466137855,3.352557897567749,1.159285068511963,4.962234973907471,OPTIMAL,1.8632380238216207e-6
1,1.284262512968487,3.176849842071533,1.822329044342041,5.471942186355591,OPTIMAL,1.4371981302173632e-6
2,1.284261017228602,3.2994699478149414,2.6086959838867188,6.415779113769531,OPTIMAL,2.224059043720854e-6
3,1.2842214462559733,3.162782907485962,2.583850145339966,6.2781081199646,OPTIMAL,4.58712462254405e-6
4,1.2842471208777508,3.481811046600342,3.3359670639038086,7.368815898895264,OPTIMAL,1.4802181789607885e-6
