beta,obj_val,setup_secs,solve_secs,total_secs,term_status,eigmax
0,2.340247736279461,55.74743700027466,265.08108377456665,326.0894558429718,OPTIMAL,2.8557079875791544e-6
1,2.3402259805717174,59.38131904602051,296.9948699474335,361.8397219181061,OPTIMAL,8.253858475133202e-7
2,2.340225482552821,58.93718099594116,302.8945689201355,367.5994849205017,OPTIMAL,7.489561428323542e-7
3,2.3402271803011856,58.454704999923706,336.80493903160095,400.9737048149109,OPTIMAL,9.76412093824187e-7
4,2.3402274969295087,59.090404987335205,353.07195711135864,418.78215408325195,OPTIMAL,1.0067830477981499e-6
