beta,obj_val,setup_secs,solve_secs,total_secs,term_status,eigmax
0,1.1354143099557508,1.348371982574463,3.507607936859131,5.141050100326538,OPTIMAL,1.414043003829046e-6
1,1.1354106682576615,1.289874792098999,4.085428953170776,5.7005531787872314,OPTIMAL,1.380029197972915e-6
2,1.1354156493203624,2.245945930480957,4.287978172302246,6.816689968109131,OPTIMAL,2.5869050330614502e-6
3,1.1354109179899616,1.1962370872497559,5.050134897232056,6.913233041763306,OPTIMAL,1.0169999963311653e-6
4,1.1354048811853166,1.3708810806274414,7.537467956542969,9.540158033370972,OPTIMAL,8.872384168576901e-7
