beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,1.3035963755355537,-1.1889301144074362,1.1236920356750488,1.2118139266967773,1.0223579406738281,1.020063877105713,2.313699960708618,2.437114953994751,OPTIMAL,OPTIMAL,1.0473431847176211e-7,6.741324464382499e-8
1,1.3035934282033534,-1.1889285998545773,1.5683178901672363,1.0513291358947754,1.524355173110962,1.5075550079345703,3.3255791664123535,2.8255040645599365,OPTIMAL,OPTIMAL,3.2010760907967436e-8,9.470479891487177e-8
2,1.3035933528005592,-1.1889277234220514,1.3709990978240967,1.3298799991607666,2.057400941848755,2.069269895553589,3.6947970390319824,3.645127058029175,OPTIMAL,OPTIMAL,2.8854213509456565e-8,1.1702688521989726e-7
3,1.303595073434455,-1.1889290338683471,1.2530078887939453,1.344012975692749,2.716187000274658,2.889125108718872,4.25977897644043,4.928173065185547,OPTIMAL,OPTIMAL,6.555918459883619e-8,8.734799302390928e-8
4,1.3035967983054406,-1.188927909839202,1.0600879192352295,1.1792798042297363,3.2419910430908203,3.373300790786743,4.929279088973999,5.340950965881348,OPTIMAL,OPTIMAL,1.0119967404975934e-7,1.0297137242590105e-7
5,1.3035939237380159,-1.188931168487355,1.1802430152893066,1.2836520671844482,4.2959370613098145,4.698710918426514,6.145565986633301,6.809179067611694,OPTIMAL,OPTIMAL,3.8346017139865455e-8,3.587044325796478e-8
6,1.3035934644850653,-1.1889278318539436,1.2215781211853027,1.3902041912078857,5.212615966796875,5.223093032836914,7.124537944793701,7.4866039752960205,OPTIMAL,OPTIMAL,3.01877618013212e-8,1.0658660142943213e-7
7,1.3035970734518845,-1.1889315355023407,1.325376033782959,1.392503023147583,5.730663061141968,5.73809289932251,7.986120939254761,7.858227014541626,OPTIMAL,OPTIMAL,1.0759536056091876e-7,2.7416871787675673e-8
8,1.3035951965660437,-1.1889296787168147,1.3039538860321045,1.4547309875488281,7.120234966278076,7.665585994720459,9.384980916976929,10.178800106048584,OPTIMAL,OPTIMAL,7.720678252150012e-8,7.578290573185604e-8
9,1.3035930741449604,-1.1889306968341695,1.424588918685913,1.4406960010528564,8.466300964355469,8.348181009292603,10.922731161117554,10.771990060806274,OPTIMAL,OPTIMAL,2.4931325219856114e-8,4.456814175110689e-8
10,1.3035935616237881,-1.188930918746526,1.3595070838928223,1.480329990386963,9.66413402557373,9.150566816329956,12.069439172744751,11.665403127670288,OPTIMAL,OPTIMAL,3.4390930673959675e-8,4.398639794325623e-8
