beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,0.18014519412319327,-0.0628441912138531,1.1301429271697998,1.4278879165649414,1.0009169578552246,1.0397069454193115,2.3150248527526855,2.933485984802246,OPTIMAL,OPTIMAL,1.1021192211258483e-7,4.7548079359822917e-8
1,0.18014453612538156,-0.06284374853430386,1.0172839164733887,1.0511889457702637,1.4703238010406494,1.4031801223754883,3.006850004196167,2.7253291606903076,OPTIMAL,OPTIMAL,7.05384853180982e-8,6.647283682220174e-8
2,0.18014379482738424,-0.06284285244080799,1.595710039138794,1.0649058818817139,2.1937038898468018,1.947977066040039,4.39250111579895,3.5437629222869873,OPTIMAL,OPTIMAL,3.4369167870978455e-8,1.0306012262292464e-7
3,0.18014501778460204,-0.06284435368127737,1.0438480377197266,1.4454529285430908,2.811368942260742,2.643103837966919,4.1529929637908936,4.722157001495361,OPTIMAL,OPTIMAL,9.056314478435027e-8,3.443483569083471e-8
4,0.18014470856216333,-0.06284325602920764,1.1385529041290283,1.175612211227417,3.565117120742798,3.0827128887176514,5.32379412651062,4.962216854095459,OPTIMAL,OPTIMAL,7.84950018213407e-8,8.06809364986935e-8
5,0.18014416840427785,-0.06284319284935104,1.2669789791107178,1.2575409412384033,4.618794202804565,3.8389060497283936,6.6064581871032715,5.89084792137146,OPTIMAL,OPTIMAL,5.2442064883523386e-8,8.495131116231806e-8
6,0.17802266482467335,-0.06284370477682567,1.2424910068511963,1.480125904083252,6.032981872558594,4.836780071258545,8.005712985992432,7.034337043762207,OPTIMAL,OPTIMAL,-1.4476484825029699e-8,6.26101662549452e-8
7,0.17272905695209032,-0.06284429770689806,1.251399040222168,1.3601620197296143,6.971219062805176,5.303606033325195,9.095969915390015,7.425706148147583,OPTIMAL,OPTIMAL,-4.699416909054587e-8,3.60795661807945e-8
8,0.17118273300856884,-0.06284465305223587,1.4400219917297363,1.4821140766143799,7.870934009552002,7.19209098815918,10.119789123535156,9.723546981811523,OPTIMAL,OPTIMAL,-9.077024346357227e-9,2.3237614647601245e-8
9,0.17014831797399488,-0.06284313466191671,1.4018371105194092,1.4500529766082764,10.595280885696411,7.775296926498413,12.985909938812256,10.302125930786133,OPTIMAL,OPTIMAL,-1.7140925964472828e-8,8.953725102543758e-8
10,0.16791370879886472,-0.06284262953631926,1.3846940994262695,1.4065818786621094,11.221690893173218,8.836520910263062,13.646835088729858,11.139841079711914,OPTIMAL,OPTIMAL,-9.5417563254977e-10,1.1737461798697607e-7
