beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,-1.155094643191595,1.5391945070480217,1.164316177368164,1.4265851974487305,1.0760939121246338,1.0495870113372803,2.441232919692993,2.91924786567688,OPTIMAL,OPTIMAL,6.545324563114951e-8,5.5447365643106126e-8
1,-1.1550940902717082,1.5391954146258355,0.9656541347503662,1.3289527893066406,1.6077148914337158,1.4548101425170898,2.780291795730591,3.3324379920959473,OPTIMAL,OPTIMAL,6.525926028929807e-8,1.0916672906521117e-7
2,-1.1619670993853155,1.5391947029179633,1.0499110221862793,1.0942108631134033,2.970993995666504,2.0687971115112305,4.665229082107544,3.7196199893951416,OPTIMAL,OPTIMAL,-4.412998795800627e-7,6.2953241693886e-8
3,-1.1669657424042696,1.5391944234565451,1.0649840831756592,1.3232650756835938,3.6622231006622314,2.966264009475708,5.008411884307861,4.972303152084351,OPTIMAL,OPTIMAL,-5.395749679697515e-7,5.029726615636619e-8
4,-1.1684246453111125,1.5391952315519855,1.0748798847198486,1.2436540126800537,4.552647113800049,2.9803531169891357,6.3435399532318115,4.83404016494751,OPTIMAL,OPTIMAL,-5.044601903161976e-7,9.253239651091665e-8
5,-1.1984991716711562,1.5391946777279797,1.1599459648132324,1.3782329559326172,5.257422208786011,4.028510808944702,7.067363977432251,6.0730650424957275,OPTIMAL,OPTIMAL,-2.8751945746896875e-7,6.046790055579077e-8
6,-1.2061844867466445,1.539194514075429,1.2031121253967285,1.3008449077606201,6.265141010284424,5.0929131507873535,8.312247037887573,7.089865207672119,OPTIMAL,OPTIMAL,-1.306594761577728e-7,5.130847908728938e-8
7,-1.2062278000953655,1.539195567475535,1.2659590244293213,1.344310998916626,6.652259111404419,5.526654005050659,8.81368899345398,7.683002948760986,OPTIMAL,OPTIMAL,-1.5547279828827923e-7,1.1662262625112705e-7
8,-1.2069461032296767,1.5391952810864002,1.49711012840271,1.3480920791625977,8.697393894195557,6.771311044692993,11.015868902206421,8.998760223388672,OPTIMAL,OPTIMAL,-1.3716577840651895e-7,1.0378984166252847e-7
9,-1.20761455599437,1.5391954002061061,1.371725082397461,1.3849849700927734,11.147950887680054,8.019662141799927,13.535885095596313,10.409517049789429,OPTIMAL,OPTIMAL,-4.0029599663182987e-8,1.0595005735176899e-7
10,-1.207823557133901,1.539194850298932,1.3672199249267578,1.438035011291504,10.7864089012146,8.03498911857605,13.219114065170288,10.478884935379028,OPTIMAL,OPTIMAL,6.286691173241132e-9,7.518472777790154e-8
